timestamp,regime,price,atr,position,action,lots,pnl_usd,balance_usd,drawdown_pct,flipped
2022-02-10 04:00:00+00:00,N/A,1834.27001953125,0.8342857360839844,1,0,0.5,2.650146484375,10002.650146484375,0.0,False
2022-02-10 04:15:00+00:00,N/A,1833.72998046875,0.8671428561210632,-1,1,0.5,-1.0998046874999998,10001.550341796876,0.00010995133003685229,True
2022-02-10 04:30:00+00:00,N/A,1833.9599609375,0.8571428656578064,-1,0,0.5,-1.14990234375,10000.400439453126,0.00022491109838925792,False
2022-02-10 04:45:00+00:00,N/A,1834.1500244140625,0.8642857074737549,-1,0,0.5,-0.9503173828125,9999.450122070313,0.0003199176585403702,False
2022-02-10 05:00:00+00:00,N/A,1833.9300537109375,0.8650000095367432,-1,0,0.5,1.099853515625,10000.549975585938,0.00020996144698461918,False
2022-02-10 05:15:00+00:00,N/A,1834.06005859375,0.8735714554786682,-1,0,0.5,-0.6500244140625,9999.899951171876,0.0002749466663558039,False
2022-02-10 05:30:00+00:00,N/A,1834.030029296875,0.8799999952316284,1,1,0.5,-3.950146484375,9995.949804687501,0.000669856657860668,True
2022-02-10 05:45:00+00:00,N/A,1833.9599609375,0.8799999952316284,-1,1,0.5,-3.449658203125,9992.500146484377,0.0010147310813989861,True
2022-02-10 06:00:00+00:00,N/A,1834.27001953125,0.8535714149475098,1,1,0.5,-2.24970703125,9990.250439453128,0.0012396421797882442,True
2022-02-10 06:15:00+00:00,N/A,1833.8299560546875,0.8135714530944824,1,0,0.5,-2.2003173828125,9988.050122070315,0.0014596156218850713,False
2022-02-10 06:30:00+00:00,N/A,1834.0999755859375,0.6942856907844543,1,0,0.5,1.35009765625,9989.400219726565,0.0013246416263460472,False
2022-02-10 06:45:00+00:00,N/A,1833.9300537109375,0.6600000262260437,-1,1,0.5,-2.950390625,9986.449829101566,0.0016196025198884694,True
2022-02-10 07:00:00+00:00,N/A,1833.81005859375,0.6549999713897705,-1,0,0.5,0.5999755859375,9987.049804687504,0.0015596208573139393,False
2022-02-10 07:15:00+00:00,N/A,1833.6500244140625,0.618571400642395,1,1,0.5,-4.6001708984375,9982.449633789067,0.0020195160681899882,True
2022-02-10 07:30:00+00:00,N/A,1834.2900390625,0.6242856979370117,1,0,0.5,3.2000732421875,9985.649707031254,0.0016995935281307192,False
2022-02-10 07:45:00+00:00,N/A,1834.3399658203125,0.5842857360839844,1,0,0.5,0.2496337890625,9985.899340820317,0.0016746367631327713,False
2022-02-10 08:00:00+00:00,N/A,1834.56005859375,0.6278571486473083,1,0,0.5,1.1004638671875,9986.999804687504,0.0015646195325916953,False
2022-02-10 08:15:00+00:00,N/A,1833.949951171875,0.6557142734527588,-1,1,0.5,-0.7494628906249998,9986.25034179688,0.0016395459650519653,True
2022-02-10 08:30:00+00:00,N/A,1834.449951171875,0.6578571200370789,-1,0,0.5,-2.5,9983.75034179688,0.001889479728943395,False
2022-02-10 08:45:00+00:00,N/A,1834.2099609375,0.675000011920929,-1,0,0.5,1.199951171875,9984.950292968755,0.0017695164037943348,False
2022-02-10 09:00:00+00:00,N/A,1834.2900390625,0.7171428799629211,-1,0,0.5,-0.400390625,9984.549902343755,0.0018095448581675715,False
2022-02-10 09:15:00+00:00,N/A,1834.510009765625,0.7578571438789368,-1,0,0.5,-1.099853515625,9983.45004882813,0.0019195010697233225,False
2022-02-10 09:30:00+00:00,N/A,1834.969970703125,0.8364285826683044,-1,0,0.5,-2.2998046875,9981.15024414063,0.002149420606428134,False
2022-02-10 09:45:00+00:00,N/A,1834.5400390625,0.8985714316368103,-1,0,0.5,2.149658203125,9983.299902343755,0.0019345117401132863,False
2022-02-10 10:00:00+00:00,N/A,1832.7099609375,1.034999966621399,-1,0,0.5,9.150390625,9992.450292968755,0.0010197151121200457,False
2022-02-10 10:15:00+00:00,N/A,1831.52001953125,1.1471428871154785,-1,0,0.5,5.94970703125,9998.400000000005,0.00042490204317139924,False
