entry_time,exit_time,pnl_usd,position,n_bars,won,session,dow,hour
2022-02-10 04:00:00+00:00,2022-02-10 04:00:00+00:00,2.650146484375,1,1,True,Asia    (00-07),Thursday,4
2022-02-10 04:15:00+00:00,2022-02-10 05:15:00+00:00,-2.7501953125,-1,5,False,Asia    (00-07),Thursday,4
2022-02-10 05:30:00+00:00,2022-02-10 05:30:00+00:00,-3.950146484375,1,1,False,Asia    (00-07),Thursday,5
2022-02-10 05:45:00+00:00,2022-02-10 05:45:00+00:00,-3.449658203125,-1,1,False,Asia    (00-07),Thursday,5
2022-02-10 06:00:00+00:00,2022-02-10 06:30:00+00:00,-3.0999267578125,1,3,False,Asia    (00-07),Thursday,6
2022-02-10 06:45:00+00:00,2022-02-10 07:00:00+00:00,-2.3504150390625,-1,2,False,Asia    (00-07),Thursday,6
2022-02-10 07:15:00+00:00,2022-02-10 08:00:00+00:00,-0.04999999999999982,1,4,False,London  (07-12),Thursday,7
2022-02-10 08:15:00+00:00,2022-02-10 16:00:00+00:00,20.9003173828125,-1,32,True,London  (07-12),Thursday,8
2022-02-10 16:15:00+00:00,2022-02-10 19:30:00+00:00,43.0499755859375,1,14,True,NY      (16-22),Thursday,16
2022-02-10 19:45:00+00:00,2022-02-10 20:00:00+00:00,15.6000244140625,-1,2,True,NY      (16-22),Thursday,19
2022-02-10 20:15:00+00:00,2022-02-10 21:45:00+00:00,-31.40009765625,1,7,False,NY      (16-22),Thursday,20
2022-02-10 22:00:00+00:00,2022-02-10 22:45:00+00:00,9.0997802734375,-1,4,True,Off     (22-00),Thursday,22
2022-02-10 23:00:00+00:00,2022-02-11 01:00:00+00:00,-2.2997558593750007,1,5,False,Off     (22-00),Thursday,23
2022-02-11 01:15:00+00:00,2022-02-11 02:30:00+00:00,7.250415039062499,-1,6,True,Asia    (00-07),Friday,1
2022-02-11 02:45:00+00:00,2022-02-11 02:45:00+00:00,0.3503906250000002,1,1,True,Asia    (00-07),Friday,2
2022-02-11 03:00:00+00:00,2022-02-11 03:15:00+00:00,6.950122070312499,-1,2,True,Asia    (00-07),Friday,3
2022-02-11 03:30:00+00:00,2022-02-11 03:30:00+00:00,5.050097656249999,1,1,True,Asia    (00-07),Friday,3
2022-02-11 03:45:00+00:00,2022-02-11 04:00:00+00:00,-1.8499267578124998,-1,2,False,Asia    (00-07),Friday,3
2022-02-11 04:15:00+00:00,2022-02-11 04:15:00+00:00,-2.0000732421875,1,1,False,Asia    (00-07),Friday,4
2022-02-11 04:30:00+00:00,2022-02-11 04:30:00+00:00,-5.949658203125,-1,1,False,Asia    (00-07),Friday,4
2022-02-11 04:45:00+00:00,2022-02-11 04:45:00+00:00,-0.5999267578124998,1,1,False,Asia    (00-07),Friday,4
