timestamp,regime,price,atr,position,action,lots,pnl_usd,balance_usd,drawdown_pct,flipped
2024-01-20 03:00:00+00:00,Range-LowVol,41592.4609375,87.0278549194336,-1,1,0.5,-0.49523437500000256,9999.504765625,4.9523437499919966e-05,True
2024-01-20 03:15:00+00:00,Range-LowVol,41570.0,88.74500274658203,-1,0,0.5,11.23046875,10010.735234375,0.0,False
2024-01-20 03:30:00+00:00,Range-LowVol,41555.609375,82.44285583496094,-1,0,0.5,7.1953125,10017.930546875,0.0,False
2024-01-20 03:45:00+00:00,Range-LowVol,41634.6484375,83.24714660644531,1,1,0.5,24.639531249999997,10042.570078125002,0.0,True
2024-01-20 04:00:00+00:00,Range-LowVol,41614.2109375,74.41213989257812,1,0,0.5,-10.21875,10032.351328125002,0.0010175433101790106,False
2024-01-20 04:15:00+00:00,Range-LowVol,41623.12109375,73.25785827636719,1,0,0.5,4.455078125,10036.806406250002,0.0005739239885967623,False
2024-01-20 04:30:00+00:00,Range-LowVol,41627.87890625,67.64286041259766,1,0,0.5,2.37890625,10039.185312500002,0.00033704177303903394,False
2024-01-20 04:45:00+00:00,Range-LowVol,41607.19921875,66.63999938964844,1,0,0.5,-10.33984375,10028.845468750002,0.001366643127031328,False
2024-01-20 05:00:00+00:00,Range-LowVol,41587.01953125,65.06500244140625,1,0,0.5,-10.08984375,10018.755625000002,0.002371350455086521,False
2024-01-20 05:15:00+00:00,Range-LowVol,41633.921875,63.40357208251953,1,0,0.5,23.451171875,10042.206796875002,3.617413143985015e-05,False
2024-01-20 05:30:00+00:00,Range-LowVol,41590.71875,58.89714431762695,1,0,0.5,-21.6015625,10020.605234375002,0.002187173560067499,False
2024-01-20 05:45:00+00:00,Range-LowVol,41627.62890625,58.264286041259766,1,0,0.5,18.455078125,10039.060312500002,0.0003494887860075845,False
2024-01-20 06:00:00+00:00,Trend-Up,41637.8515625,55.68571472167969,1,0,0.5,5.111328125,10044.171640625002,0.0,False
2024-01-20 06:15:00+00:00,Range-LowVol,41663.98828125,56.422855377197266,1,0,0.5,13.068359375,10057.240000000002,0.0,False
2024-01-20 06:30:00+00:00,Trend-Up,41696.3203125,56.931427001953125,1,0,0.5,16.166015625,10073.406015625002,0.0,False
2024-01-20 06:45:00+00:00,Trend-Up,41672.01953125,55.40214157104492,-1,1,0.5,-2.7296093750000026,10070.676406250002,0.00027097184117916664,True
2024-01-20 07:00:00+00:00,Range-LowVol,41691.08984375,55.59714126586914,-1,0,0.5,-9.53515625,10061.141250000002,0.0012175390931304813,False
2024-01-20 07:15:00+00:00,Trend-Up,41695.19921875,51.68785858154297,-1,0,0.5,-2.0546875,10059.086562500002,0.0014215105697902074,False
2024-01-20 07:30:00+00:00,Trend-Up,41730.83984375,54.1735725402832,-1,0,0.5,-17.8203125,10041.266250000002,0.0031905559624169576,False
2024-01-20 07:45:00+00:00,Trend-Up,41650.94921875,54.5821418762207,-1,0,0.5,39.9453125,10081.211562500002,0.0,False
2024-01-20 08:00:00+00:00,Trend-Up,41641.1015625,56.810001373291016,-1,0,0.5,4.923828125,10086.135390625002,0.0,False
2024-01-20 08:15:00+00:00,Trend-Up,41585.96875,58.24214172363281,-1,0,0.5,27.56640625,10113.701796875002,0.0,False
2024-01-20 08:30:00+00:00,Trend-Up,41550.0,58.29642868041992,-1,0,0.5,17.984375,10131.686171875002,0.0,False
2024-01-20 08:45:00+00:00,Range-LowVol,41590.0,58.39142990112305,1,1,0.5,5.119999999999997,10136.806171875003,0.0,True
2024-01-20 09:00:00+00:00,Trend-Down,41549.671875,61.61428451538086,1,0,0.5,-20.1640625,10116.642109375003,0.001989192863916649,False
2024-01-20 09:15:00+00:00,Range-LowVol,41516.19140625,62.93071365356445,1,0,0.5,-16.740234375,10099.901875000003,0.003640623708224049,False
2024-01-20 09:30:00+00:00,Trend-Down,41547.96875,66.64785766601562,1,0,0.5,15.888671875,10115.790546875003,0.0020731998465462168,False
2024-01-20 09:45:00+00:00,Trend-Down,41521.1015625,70.68142700195312,1,0,0.5,-13.43359375,10102.356953125003,0.0033984292651842167,False
2024-01-20 10:00:00+00:00,Trend-Down,41515.98828125,69.77357482910156,1,0,0.5,-2.556640625,10099.800312500003,0.0036506428896385845,False
2024-01-20 10:15:00+00:00,Trend-Down,41584.0,73.58714294433594,1,0,0.5,34.005859375,10133.806171875003,0.0002959512048601291,False
2024-01-20 10:30:00+00:00,Trend-Down,41549.01171875,73.37071228027344,1,0,0.5,-17.494140625,10116.312031250003,0.00202175520351389,False
2024-01-20 10:45:00+00:00,Trend-Down,41543.30859375,73.64857482910156,1,0,0.5,-2.8515625,10113.460468750003,0.0023030629893835437,False
2024-01-20 11:00:00+00:00,Trend-Down,41527.37109375,72.8499984741211,1,0,0.5,-7.96875,10105.491718750003,0.0030891833772932614,False
2024-01-20 11:15:00+00:00,Trend-Down,41543.2109375,70.53214263916016,1,0,0.5,7.919921875,10113.411640625003,0.002307879903525147,False
2024-01-20 11:30:00+00:00,Trend-Down,41548.30078125,67.05357360839844,1,0,0.5,2.544921875,10115.956562500003,0.0020568223384647643,False
2024-01-20 11:45:00+00:00,Trend-Down,41580.828125,68.54571533203125,1,0,0.5,16.263671875,10132.220234375003,0.0004524045761794161,False
2024-01-20 12:00:00+00:00,Trend-Down,41591.48828125,66.0921401977539,1,0,0.5,5.330078125,10137.550312500003,0.0,False
2024-01-20 12:15:00+00:00,Trend-Down,41593.828125,64.31571197509766,1,0,0.5,1.169921875,10138.720234375003,0.0,False
2024-01-20 12:30:00+00:00,Trend-Down,41580.1796875,61.05428695678711,1,0,0.5,-6.82421875,10131.896015625003,0.0006730848265112106,False
2024-01-20 12:45:00+00:00,Trend-Down,41620.01171875,65.47000122070312,1,0,0.5,19.916015625,10151.812031250003,0.0,False
2024-01-20 13:00:00+00:00,Trend-Up,41677.55859375,66.99500274658203,1,0,0.5,28.7734375,10180.585468750003,0.0,False
2024-01-20 13:15:00+00:00,Trend-Up,41659.87890625,64.34285736083984,1,0,0.5,-8.83984375,10171.745625000003,0.0008683040653344053,False
2024-01-20 13:30:00+00:00,Range-LowVol,41642.83984375,63.480712890625,1,0,0.5,-8.51953125,10163.226093750003,0.001705145058040697,False
